Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.8464765,1.327084845,Subway - Changi General Hospital,Changi General Hospital,2,Simei St 2 Lobby B,Restaurants,Eats
103.7389318,1.378056142,Subway - Choa Chu Kang,,475,Choa Chu Kang Avenue 3,Restaurants,Eats
103.8446971,1.284998828,Subway - Chinatown Point,Chinatown Point,133,New Bridge Road,Restaurants,Eats
103.8564218,1.311305165,Subway - City Square Mall,City Square Mall,180,Kitchener Road,Restaurants,Eats
103.7642482,1.314853218,Subway - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Restaurants,Eats
103.89498,1.39209415,Subway - Compass One,Compass One,1,Sengkang Square,Restaurants,Eats
103.9338059,1.37362335,Subway - Courts Tampines,Courts (Tampines),50,Tampines North Drive 2,Restaurants,Eats
103.810959,1.292703393,Subway - Dawson Place,Dawson Place,57,Dawson Road,Restaurants,Eats
103.9554195,1.321447678,Subway - Eastwood Centre,Eastwood Centre,20,Eastwood Drive,Restaurants,Eats
103.8482272,1.283154302,Subway - Far East Square,Far East Square,"42,43",Pekin Street,Restaurants,Eats
103.6977321,1.348743572,Subway - Gek Poh Shopping Mall,Gek Poh Shopping Mall,762,Jurong West Street 75,Restaurants,Eats
103.8317579,1.293802346,Subway - Great World City,Great World City,1,Kim Seng Promenade,Restaurants,Eats
103.8186256,1.262063364,Subway - Harbourfront Centre,Harbourfront Centre,1,Maritime Square,Restaurants,Eats
103.8483261,1.332141119,Subway - HDB Hub Toa Payoh,HDB Hub Toa Payoh,480,Toa Payoh Lorong 6,Restaurants,Eats
103.9316206,1.326984988,Subway - Heartbeat @ Bedok,Heartbeat @ Bedok,11,Bedok North Street 1,Restaurants,Eats
103.8850799,1.359496643,Subway - Heartland Mall,Heartland Mall,205,Hougang Street 21,Restaurants,Eats
103.8936616,1.372311856,Subway - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Restaurants,Eats
103.8828942,1.375148978,Subway - Hougang Ave 9,,51,Hougane Avenue 9,Restaurants,Eats
103.7467345,1.334898437,Subway - IMM,IMM,2,Jurong East Street 21,Restaurants,Eats
103.856412,1.377892032,Subway - ITE Central,ITE College Central,2,Ang Mo Kio Drive,Restaurants,Eats
103.7401767,1.333268187,Subway - JCube,Jcube,2,Jurong East Central 1,Restaurants,Eats
103.7661705,1.385295565,Subway - Jelapang Road,,524A,Jelapang Road,Restaurants,Eats
103.8940672,1.318856103,Subway - Singapore Post,Singapore Post Centre,10,Eunos Road,Restaurants,Eats
103.7744213,1.425383072,Subway - Singapore American School,Singapore American School,40,Woodlands Street 41,Restaurants,Eats
103.9569686,1.332507651,Subway - Singapore Expo,Singapore Expo,1,Expo Drive,Restaurants,Eats
103.8624069,1.290346263,Subway - Singapore Flyer,The Singapore Flyer,30,Raffles Avenue,Restaurants,Eats
103.7744714,1.311239948,Subway - Singapore Polytechnic,Singapore Polytechnic,500,Dover Road,Restaurants,Eats
103.8495516,1.297377289,Subway - SMU,Singapore Management University (SMU),90,Stamford Road,Restaurants,Eats
103.7882145,1.306848818,Subway - The Star Vista,The Star Vista,1,Vista Exchange Green,Restaurants,Eats
103.9362721,1.379306517,Subway - Pasir Ris West Plaza,Pasir Ris West Plaza,735,Pasir Ris Street 72,Restaurants,Eats
103.8492464,1.300046856,Subway - POMO,Paradiz Centre Shopping Mall,1,Selegie Road,Restaurants,Eats
103.9129764,1.394184091,Subway - Punggol Plaza,Punggol Plaza,168,Punggol Field,Restaurants,Eats
103.8527683,1.293760279,Subway - Raffles City Shopping Centre,Raffles City Shopping Centre,252,North Bridge Road,Restaurants,Eats
103.7829712,1.446237734,Subway - Republic Polytechnic,Republic Polytechnic,9,Woodlands Ave 9,Restaurants,Eats
103.9044716,1.392197776,Subway - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Restaurants,Eats
103.8169097,1.277696363,Subway - Safra Clubhouse @ Mount Faber,Safra Club (Mount Faber),3,Telok Blangah Way,Restaurants,Eats
103.7903699,1.287743584,Subway - Science Hub,Science Hub,87,Science Park Drive,Restaurants,Eats
103.8357008,1.300865434,Subway - Scape,Orchard Link,2,Orchard Link,Restaurants,Eats
103.8760677,1.391393058,Subway - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.8244951,1.441767148,Subway - Sembawang Shopping Centre,Sembawang Shopping Centre,604,Sembwang Road,Restaurants,Eats
103.817701,1.254925432,Subway - Sentosa,Jewel Cable Car Station @ Sentosa,42,Imbiah Road,Restaurants,Eats
103.8650419,1.365160708,Subway - Serangoon Gardens,my Village @ Serangoon Gardens,1,Maju Avenue,Restaurants,Eats
103.8566974,1.296490718,Subway - Shaw Tower,Shaw Tower,"9,4,2020",Beach Road,Restaurants,Eats
103.9231681,1.31260565,Subway - Siglap Centre,Siglap Centre,55,Siglap Road,Restaurants,Eats
103.8528756,1.303022983,Subway - Sim Lim Square,Sim Lim Square,1,Rochor Canal Road,Restaurants,Eats
103.7757011,1.329191998,Subway - SIM,SIM Block B,461,Clementi Road,Restaurants,Eats
103.8854697,1.339639267,Pizza Hut - Upper Paya Lebar (DEL),,165,Upper Paya Lebar Road,Fastfood,Eats
103.9019882,1.406536107,Pizza Hut - Waterway Point (opening 18 Jan 16),Waterway point,83,Punggol Central,Restaurants,Eats
103.7588644,1.311278735,Pizza Hut - West Coast (DEL),,501,West Coast Drive,Restaurants,Eats
103.749022,1.35018916,Pizza Hut - West Mall,Westmall,1,Bukit Batok Central Link,Restaurants,Eats
103.742586,1.334025287,Pizza Hut - Westgate,,3,Gateway Drive Westgate,Restaurants,Eats
103.7746366,1.429929912,Pizza Hut - Woodlands 2 (DEL),,306,Woodlands Street 31,Restaurants,Eats
103.7951367,1.437679197,Pizza Hut - Woodlands 888 (DEL),,888,Woodlands Drive 50,Restaurants,Eats
103.8003565,1.306995331,Rice Garden - 31 Commonwealth,,31,Commonwealth Crescent,Restaurants,Eats
103.8867735,1.320781075,Rice Garden - Aljunied,,117,Aljunied Avenue 2,Restaurants,Eats
103.8864267,1.389558478,Rice Garden - Anchorvale Sengkang,Anchorvale Sengkang,308,Anchorvale Road Stall No.8,Restaurants,Eats
103.8545878,1.36209053,Rice Garden - Ang Mo Kio,,408,Ang Mo Kio Avenue 10,Restaurants,Eats
103.9253073,1.331313862,Rice Garden - Bedok North,,539,Bedok North Street 3 Stall 7,Restaurants,Eats
103.8630209,1.319216671,Rice Garden - Bendeemer,,29,Bendeemer Road,Restaurants,Eats
103.7724897,1.37760059,Rice Garden - Bukit Panjang Hawker Centre,Bukit Panjang Hawker Centre,2,Bukit Panjang Ring Road,Restaurants,Eats
103.7506946,1.359259405,Rice Garden - Bukit Batok,,371,Bukit Batok Street 31,Restaurants,Eats
103.7461704,1.347003762,Rice Garden - Bukit Batok West,,109,Bukit Batok West Avenue 6,Restaurants,Eats
103.7479612,1.400915329,Rice Garden - Choa Chu Kang,,673B,Choa Chu Kang Crescent Stall 6,Restaurants,Eats
103.7668174,1.315096678,Rice Garden - Clementi,,325,Clementi Avenue 5,Restaurants,Eats
103.9042565,1.320331258,Rice Garden - Eunos,,4A,Eunos Crescent,Restaurants,Eats
103.7882303,1.310996628,Rice Garden - Ghim Moh,,20,Ghim Moh Road,Restaurants,Eats
103.7935003,1.3071759,Rice Garden - Holland Drive,,40,Holland Drive,Restaurants,Eats
103.88834,1.359520863,Rice Garden - Hougang,,212,Hougang Street 21,Restaurants,Eats
103.9036238,1.377915051,Rice Garden - Hougang Capeview,Hougang Capeview,476D,Upper Serangoon View,Restaurants,Eats
103.8260133,1.280004819,Rice Garden - Jalan Bukit Merah,,112,Jalan Bukit Merah,Restaurants,Eats
103.7356222,1.344856104,Rice Garden - Jurong East,,303,Jurong East Street 32 Stall 8,Restaurants,Eats
103.7060894,1.344594671,Rice Garden - Jurong West Central,Jurong West Central,679,Jurong West Central,Restaurants,Eats
103.8856201,1.332283325,Rice Garden - Macpherson Lane,,82,Macpherson Lane,Restaurants,Eats
103.9479702,1.369373292,Rice Garden - Pasir Ris,,527C,Pasir Ris Street 51,Restaurants,Eats
103.8672429,1.331800776,Rice Garden - Potong Pasir,,146,Potong Pasir Avenue 1,Restaurants,Eats
103.8541158,1.301102013,Rice Garden - Queen Street,,270,Queen Street,Restaurants,Eats
103.8677055,1.353626091,Rice Garden - Serangoon Avenue 2,,304,Serangoon Avenue 2,Restaurants,Eats
103.8726629,1.3684795,Rice Garden - Serangoon North,,147,Serangoon North Avenue 1,Restaurants,Eats
103.8076181,1.273355969,Rice Garden - Telok Blangah,Food Centre,79,Telok Blangah Drive,Restaurants,Eats
103.7515675,1.337069095,Rice Garden - Toh Guan,Alpha Industrial Building,7,Toh Guan East Stall 2,Restaurants,Eats
103.9021731,1.329279748,Rice Garden - Ubi,,350,Ubi Avenue 1 Stall 9,Restaurants,Eats
103.8716203,1.315028055,Rice Garden - Upper Boon Keng,,17,Upper Boon Keng Road,Restaurants,Eats
103.8383151,1.279331459,Savory Inn - Health Promotion Board,Health Promotion Board,3,Second Hospital Ave,Restaurants,Eats
103.8394192,1.333665263,Savory Inn - Ministry of Social and Family Development,Ministry of Social and Family Development,512,Thomson Road,Restaurants,Eats
103.7856887,1.436007845,Soup Restaurant - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.9437277,1.352278032,Soup Restaurant - Century Square,Century Square,2,Tampines Central 5,Restaurants,Eats
103.988751,1.35519094,Soup Restaurant - Changi Airport,Changi Airport Terminal 2,,"Airport Boulevard, Changi Airport Terminal 2",Restaurants,Eats
103.7642482,1.314853218,Soup Restaurant - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Restaurants,Eats
103.89498,1.39209415,Soup Restaurant - Compass Point,Compass One,1,Sengkang Square,Restaurants,Eats
103.8936616,1.372311856,Soup Restaurant - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Restaurants,Eats
103.7467345,1.334898437,Soup Restaurant - IMM,IMM,2,Jurong East Street 21,Restaurants,Eats
103.7064609,1.339830153,Soup Restaurant - Jurong Point,Jurong Point,1,Jurong West Central 2,Restaurants,Eats
103.7064609,1.339830153,Swensens - Jurong Point,Jurong Point,63,Jurong West Central 2,Restaurants,Eats
103.8717045,1.350438172,Swensens - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.8357765,1.42969848,Swensens - North Point,North Point Shopping Centre,930,Yishun Ave 2,Restaurants,Eats
103.9051136,1.301191307,Swensens - Parkway Parade,Parkway Parade,80,Marine Parade Road,Restaurants,Eats
103.8450476,1.300747543,Swensens - Plaza Singapura,Plaza Singapura,68,Orchard Road,Restaurants,Eats
103.8194621,1.448226532,Swensens - Sun Plaza,Sun Plaza,30,Sembawang Drive,Restaurants,Eats
103.944388,1.352672316,Swensens - Tampines Mall,Tampines Mall,4,Tampines Central 5,Restaurants,Eats
103.8760677,1.391393058,Swensens - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.8309198,1.354669019,Swensens - Thomson Plaza,Thomson Plaza,301,Upper Thomson Road,Restaurants,Eats
103.8279204,1.429955015,Pizza Hut - Yishun Delco (DEL),,701A,Yishun Avenue 5 Yishun Delco,Restaurants,Eats
103.8360921,1.428035845,Pizza Hut - NorthPoint City,NorthPoint City,1,Northpoint Drive,Restaurants,Eats
103.8313951,1.30403577,Pu Tien - ION Orchard,ION Orchard,2,Orchard Turn,Restaurants,Eats
103.7064609,1.339830153,Pu Tien - Jurong Point,JP1,1,Jurong West Central 2,Restaurants,Eats
103.85732,1.309537216,Pu Tien - Kitchener Road,,127,Kitchener Road,Restaurants,Eats
103.8570073,1.291455259,Pu Tien - Marina Square,,6,Raffles Boulevard,Restaurants,Eats
103.8717045,1.350438172,Pu Tien - NEX,,23,Serangoon Central,Restaurants,Eats
103.9051136,1.301191307,Pu Tien - Parkway Parade,,80,Marine Parade Road,Restaurants,Eats
103.8527683,1.293760279,Pu Tien - Raffles City,,252,North Bridge Road,Restaurants,Eats
103.819459,1.256573486,Pu Tien - Resorts World Sentosa,The Forum,26,Sentosa Gateway,Restaurants,Eats
103.944388,1.352672316,Pu Tien - Tampines Mall,,4,Tampines Central 5,Restaurants,Eats
103.8215893,1.263895802,Pu Tien - Vivo City,,1,Harbour Front Walk,Restaurants,Eats
103.801127,1.273676578,QQ Rice - Alexandra Retail Centre,Alexandra Retail Centre,460,Alexandra Road,Restaurants,Eats
103.8483992,1.369248913,QQ Rice - AMK Hub,AMK Hub,53,Ang Mo Kio Ave 3,Restaurants,Eats
103.7627412,1.378349713,QQ Rice - Hillion Mall,Hillion Mall,17,Petir Road,Restaurants,Eats
103.7064609,1.339830153,QQ Rice - Jurong Point,Jurong Point,1,Jurong West Central 2,Restaurants,Eats
103.8717045,1.350438172,QQ Rice - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.784084,1.292774313,QQ Rice - NUH,NUH Medical Centre,1,Lower Kent Ridge Road,Restaurants,Eats
103.8509824,1.284339935,QQ Rice - One Raffles,One Raffles Place,1,One Raffles Place,Restaurants,Eats
103.9396836,1.353496155,QQ Rice - Our Tampines Hub,Our Tampines Hub,51,Tampines Avenue 4,Restaurants,Eats
103.8438921,1.320429661,QQ Rice - Square 2,Square 2,10,Sinaran Drive,Restaurants,Eats
103.9448383,1.353646577,QQ Rice - Tampines MRT,Tampines MRT Station,20,Tampines Central 1,Restaurants,Eats
103.8528448,1.277372343,QQ Rice - Marina One,Marina One,5,Straits View,Restaurants,Eats
103.8483261,1.332141119,QQ Rice - Toa Payoh,HDB Hub Toa Payoh,490,Toa Payoh Lorong 6,Restaurants,Eats
103.7860668,1.436819624,QQ Rice - Woodlands MRT,Woodlands MRT Station,30,Woodlands Ave 2,Restaurants,Eats
103.8576755,1.294879041,Subway - Suntec City Mall,"Suntec City, Tower 1",,Temasek Boulevard,Restaurants,Eats
103.7244833,1.325925995,Subway - Superbowl Jurong,SuperBowl Jurong,1,Yuan Ching Road,Restaurants,Eats
103.9551111,1.359013178,Subway - Tampines 462,,462,Tampines Street  44,Restaurants,Eats
103.9600422,1.354364934,Subway - Tampines Mart,,5,Tampines West Street 32,Restaurants,Eats
103.9450195,1.35431556,Subway - Tampines One,Tampines One,10,Tampines Central 1,Restaurants,Eats
103.944388,1.352672316,Subway - Tampines Telepark,Tampines Telepark,5,Tampines Central,Restaurants,Eats
103.9356334,1.348750764,Subway - Tampines West Community Club,Tampines West Community Club,5,Tampines Avenue 3,Restaurants,Eats
103.92884,1.347939478,Subway - Temasek Polytechnic,Temasek Polytechnic,21,Tampines Avenue 1,Restaurants,Eats
103.846556,1.288862917,Subway - The Central,The Central,6,Eu Tong Sen Street,Restaurants,Eats
103.7676538,1.359170554,Subway - The Rail Mall,The Rail Mall,430,Upper Bukit Timah Road,Restaurants,Eats
103.8309198,1.354669019,Subway - Thomsom Plaza,Thomson Plaza,301,Thomson Road,Restaurants,Eats
103.8269351,1.286463453,Subway - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Restaurants,Eats
103.9009954,1.330025867,Subway - Ubi,,302,Ubi Avenue 1,Restaurants,Eats
103.8434632,1.31733463,Subway - United Square,United Square,101,Thomson Road,Restaurants,Eats
103.7734922,1.303995508,Subway - University Town,,1,Create Way University Town,Restaurants,Eats
103.8427,1.299107892,Subway - Visioncrest Commercial,VisionCrest Commercial,103,Penang Road,Restaurants,Eats
103.8215893,1.263895802,Subway - Vivo City,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.8477757,1.371785516,Subway - Jubilee @ AMK,Jubilee Square,61,Ang Mo Kio Avenue 8,Restaurants,Eats
103.8484776,1.350239427,Subway - Junction 8,Junction 8,9,Bishan Place,Restaurants,Eats
103.7064609,1.339830153,Subway - Jurong Point,Jurong Point,1,Jurong West Central 2,Restaurants,Eats
103.7200224,1.350675726,Subway - Jurong West,,456,Jurong West Street 41,Restaurants,Eats
103.8761527,1.302221771,Subway - Kallang Leisure Park,Kallang Leisure Park,5,Stadium Walk,Restaurants,Eats
103.8620059,1.308326996,Subway - Kitchener,Kitchener Complex,809,French Road,Restaurants,Eats
103.8378537,1.423877598,Subway - KTPH,Khoo Teck Puat Hospital (KTPH),90,Yishun Central,Restaurants,Eats
103.8446689,1.291490197,Subway - Liang Court,Liang Court,,River Valley Road,Restaurants,Eats
103.7449504,1.385068357,Subway - Lot One,Lot One,21,Choa Chu Kang Avenue 4,Restaurants,Eats
103.9646178,1.367000538,Subway - Loyang Point,Loyang Point,258,Pasir Ris Street 21,Restaurants,Eats
103.7990648,1.274827483,Subway - Mapletree Business City,Mapletree Business City,20,Pasir Panjang Road,Restaurants,Eats
103.8570073,1.291455259,Subway - Marina Square,Marina Square,6,Raffles Boulevard,Restaurants,Eats
103.8533493,1.280227673,Subway - Marina Bay Link,Marina Bay Link Mall,8A,Marina Boulevard,Restaurants,Eats
103.8454218,1.276516012,Subway - Maxwell Road,,120,Maxwell Road,Restaurants,Eats
103.7946168,1.292414485,Subway - Mediapolis,Mediapolis,21,Media Circle,Restaurants,Eats
103.859344,1.29296504,Subway - Millenia Walk,Millenia Walk,9,Raffles Boulevard,Restaurants,Eats
103.8375243,1.341809693,Subway - Mount Alvernia Hosptital,Mount Alvernia Hospital,820,Thomson Road,Restaurants,Eats
103.6923202,1.342364028,Subway - Nanyang Community Club,Nanyang Community Club,60,Jurong West Street 91,Restaurants,Eats
103.8717045,1.350438172,Subway - NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.7438655,1.335533819,Subway - Ng Teng Fong Hospital,Ng Teng Fong General Hospital Tower A,1,Jurong East Street 21,Restaurants,Eats
103.7715625,1.332762597,Subway - Ngee Ann Poly,"Ngee Ann Polytechnic, The Makan Place",51,535 Clementi Road,Restaurants,Eats
103.8357765,1.42969848,Subway - North Point,North Point Shopping Centre,930,Yishun Ave 2,Restaurants,Eats
103.8436568,1.320211,Subway - Novena Square,Novena Square,238,Thomson Road,Restaurants,Eats
103.6800338,1.347130438,Subway - NTU,"Nanyang Technological University (NTU), Blk N2.1",76,Nanyang Drive,Restaurants,Eats
103.7827095,1.293953054,Subway - NUH,NUH,1,Lower Kent Ridge Road,Restaurants,Eats
103.7747032,1.298463251,Subway - NUS,NUS Yusof Ishak House,31,Lower Kent Ridge Road,Restaurants,Eats
103.784084,1.292774313,Subway - One @ Kent Ridge,One@Kent Ridge,1,Lower Kent Ridge Road,Restaurants,Eats
103.7874128,1.299689532,Subway - One North,One-North MRT Station,9,Ayer Rajah Avenue,Restaurants,Eats
103.8281644,1.307668609,Subway - Orchard Hotel,Orchard Hotel Shopping Arcade,442,Orchard Road,Restaurants,Eats
103.8440399,1.411035985,Subway - Orchird Country Club,Orchird Country Club,1,Orchid Club Road,Restaurants,Eats
103.9396836,1.353496155,Subway - Our Tampines Hub,Our Tampines Hub,51,Tampines Avenue 4,Restaurants,Eats
103.9019882,1.406536107,Swensens - Waterway Point,Waterway Point,83,Punggol Central,Restaurants,Eats
103.749022,1.35018916,Swensens - West Mall,West Mall,1,Bukit Batok Central Link,Restaurants,Eats
103.8940672,1.318856103,Swensens - Singpost Centre,Singpost Centre,10,10 Eunos Road 8,Restaurants,Eats
103.6288951,1.282933828,The Wok People - Abbott,Abbott,26,Tuas South Avenue 10,Restaurants,Eats
103.6470363,1.336364009,The Wok People - Asia Pacific Brewery,Asia Pacific Brewery,459,Jalan Ahmad Ibrahim,Restaurants,Eats
103.6600925,1.308329744,The Wok People - GSK Pioneer,GSK Pioneer,1,Pioneer Sector 1,Restaurants,Eats
103.711677,1.273832526,The Wok People - Petrochemical Company of Singapore,Petrochemical Company of Singapore,100,Ayer Merbau Road,Restaurants,Eats
103.6413905,1.297280162,The Wok People - Roche,Roche,10,Tuas Bay Link,Restaurants,Eats
103.8346761,1.302424166,The Wok People - Takashimaya,Takashimaya,391,Orchard Road,Restaurants,Eats
103.8939061,1.392785586,Uncle Tony - Sengkang Community Hub,Sengkang Community Hub,2,Sengkang Square,Restaurants,Eats
103.7882145,1.306848818,Wrap & Roll - The Star Vista,The Star Vista,1,Vista Exchange Green,Restaurants,Eats
103.8313951,1.30403577,Wrap & Roll -ION Orchard,ION Orchard,2,Orchard Turn,Restaurants,Eats
103.9623893,1.334325156,Wrap & Roll - Changi City Point,Changi City Point,1,Changi Business Park Central 1,Restaurants,Eats
103.784084,1.292774313,Wrap & Roll - One@KentRidge,One@KentRidge,1,Lower Kent Ridge Road,Restaurants,Eats
103.788101,1.299862513,F M Food Master - Fusionpolis,Fusionpolis,1,Fusionpolis Place,Restaurants,Eats
103.944388,1.352672316,Din Tai Fung - Tampines Mall,Tampines Mall,4,4 Tampines Central 5 #02-01,Restaurants,Eats
